coverage,risk,accuracy,abstain_threshold
0.024,0.4375,0.5625,0.2860217070904794
0.0245,0.4489795918367347,0.5510204081632653,0.28668340670289305
0.025,0.46,0.54,0.2896849644748812
0.0255,0.45098039215686275,0.5490196078431373,0.29044887802851277
0.026,0.46153846153846156,0.5384615384615384,0.2914484146056041
0.0265,0.4716981132075472,0.5283018867924528,0.29159469772889757
0.027,0.48148148148148145,0.5185185185185186,0.29350916283583467
0.0275,0.4727272727272727,0.5272727272727273,0.2937177747286217
0.028,0.4642857142857143,0.5357142857142857,0.2940359573327761
0.0285,0.45614035087719296,0.543859649122807,0.29422297085326293
0.029,0.4482758620689655,0.5517241379310345,0.29587580958641496
0.0295,0.4406779661016949,0.5593220338983051,0.297351297635457
0.03,0.45,0.55,0.2975334932577062
0.0305,0.4426229508196721,0.5573770491803278,0.29794373412902503
0.031,0.45161290322580644,0.5483870967741935,0.29809178795895097
0.0315,0.4603174603174603,0.5396825396825398,0.300043276020911
0.032,0.46875,0.53125,0.30096428919524715
0.0325,0.47692307692307695,0.523076923076923,0.3017335206091355
0.033,0.48484848484848486,0.5151515151515151,0.3020254244346563
0.0335,0.4925373134328358,0.5074626865671642,0.3025467365159325
0.034,0.5,0.5,0.3035524880653352
0.0345,0.5072463768115942,0.49275362318840576,0.30577687076960847
0.035,0.5,0.5,0.30621550613865106
0.0355,0.5070422535211268,0.49295774647887325,0.30625312207213473
0.036,0.5,0.5,0.30644766407205704
0.0365,0.5068493150684932,0.4931506849315068,0.30708442767752997
0.037,0.5,0.5,0.30795348751131874
0.0375,0.5066666666666667,0.4933333333333333,0.30838677516171725
0.038,0.5,0.5,0.3092471456842661
0.0385,0.5064935064935064,0.49350649350649356,0.3096494299325158
0.039,0.5128205128205128,0.4871794871794872,0.30999281813140184
0.0395,0.5189873417721519,0.4810126582278481,0.31157045987808624
0.04,0.525,0.475,0.3123837968115663
0.0405,0.5308641975308642,0.4691358024691358,0.31371828495828463
0.041,0.5365853658536586,0.46341463414634143,0.31442614517301976
0.0415,0.5301204819277109,0.4698795180722891,0.31443430277850004
0.042,0.5238095238095238,0.47619047619047616,0.31498744185581096
0.0425,0.5294117647058824,0.47058823529411764,0.3152932937139183
0.043,0.5232558139534884,0.4767441860465116,0.3153095427210167
0.0435,0.5172413793103449,0.48275862068965514,0.3155516582243816
0.044,0.5113636363636364,0.48863636363636365,0.31631559093057
0.0445,0.5056179775280899,0.4943820224719101,0.316633514093797
0.045,0.5111111111111111,0.48888888888888893,0.31745588711435824
0.0455,0.5164835164835165,0.48351648351648346,0.31796659253876636
0.046,0.5217391304347826,0.4782608695652174,0.3187302027923968
0.0465,0.5268817204301075,0.4731182795698925,0.31966208602138096
0.047,0.5212765957446809,0.4787234042553191,0.32028302370711614
0.0475,0.5157894736842106,0.4842105263157894,0.32060829287514986
0.048,0.5208333333333334,0.47916666666666663,0.32061823116610655
0.0485,0.5154639175257731,0.48453608247422686,0.32126841981014215
0.049,0.5102040816326531,0.4897959183673469,0.3220286072366281
0.0495,0.5151515151515151,0.48484848484848486,0.3231652354160731
0.05,0.52,0.48,0.3257776795116104
0.0505,0.5247524752475248,0.4752475247524752,0.3258990757820925
0.051,0.5294117647058824,0.47058823529411764,0.3268490038542816
0.0515,0.5242718446601942,0.47572815533980584,0.3270751272271748
0.052,0.5192307692307693,0.4807692307692307,0.3272146687171232
